"('Oferta biura nieruchomości',)","('Sprzedam Mieszkanie 2 pokoje Dolny Mokotów! Garaż',)","('Warszawa, Mokotów, ul. Bluszczańska',)","('560000',)","('11429',)","('49',)","('2',)","('wtórny',)","('blok',)","('1',)","('Brak danych',)","('Brak danych',)","('2014',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pokojowe mieszkanie w świetnej lokalizacji',)","('Warszawa, Wola, Okopowa',)","('379999',)","('11543',)","('32,92',)","('2',)","('wtórny',)","('blok',)","('9',)","('11',)","('Brak danych',)","('1970',)",pełna własność
"('Oferta biura nieruchomości',)","('Funkcjonalne 3 pokojowe mieszkanie',)","('Warszawa, Targówek, Krasnobrodzka',)","('339999',)","('7328',)","('46,40',)","('3',)","('wtórny',)","('blok',)","('5',)","('10',)","('wielka płyta',)","('1976',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Najlepsza cena w okolicy',)","('Warszawa, Praga-Południe, ul. Wiatraczna',)","('450000',)","('8654',)","('52',)","('3',)","('pierwotny',)","('blok',)","('1',)","('Brak danych',)","('cegła',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Piękne 3 pokojowe mieszkanie',)","('Warszawa, Bemowo, Szeligowska',)","('493000',)","('8384',)","('58,80',)","('3',)","('wtórny',)","('blok',)","('2',)","('4',)","('cegła',)","('1992',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Wygodnie mieszkanie w dobrej lokalizacji',)","('Warszawa, Ochota',)","('399000',)","('10784',)","('37',)","('2',)","('wtórny',)","('blok',)","('3',)","('4',)","('żelbet',)","('1969',)",pełna własność
"('Oferta biura nieruchomości',)","('Nowoczesny projekt, ekologiczne rozwiązania!',)","('Warszawa, Ursynów, ul. Kłobucka',)","('664786',)","('9074',)","('73,26',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('10',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('112 m2-Bitwy Warszawskiej, możliwość 2 mieszkań',)","('Warszawa, Ochota, Bitwy Warszawskiej 1920 r.',)","('896000',)","('7979',)","('112,30',)","('3',)","('wtórny',)","('Brak danych',)","('4',)","('6',)","('pustak',)","('1995',)",pełna własność
"('Oferta biura nieruchomości',)","('Idealne miejsce dla siebie i inwestycję najmu',)","('Warszawa, Mokotów, Cybernetyki',)","('530000',)","('10908',)","('48,59',)","('2',)","('wtórny',)","('apartamentowiec',)","('4',)","('7',)","('cegła',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('Spacerem do PKP i stacji metra Dworzec Wileński!',)","('Warszawa, Praga-Północ',)","('1694875',)","('12500',)","('135,59',)","('5',)","('wtórny',)","('kamienica',)","('5',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Tuż Przy Metrze, Idealne Pod Wynajem - 67m',)","('Warszawa, Ursynów, Jana Wasilkowskiego ',)","('599000',)","('8994',)","('66,60',)","('4',)","('wtórny',)","('blok',)","('1',)","('4',)","('wielka płyta',)","('1980',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Luksusowe Studio 32,22m - Skanska os. Mickiewicza',)","('Warszawa, Żoliborz, Rudzka',)","('579000',)","('17970',)","('32,22',)","('1',)","('wtórny',)","('Brak danych',)","('parter',)","('6',)","('cegła',)","('2017',)",pełna własność
"('Oferta biura nieruchomości',)","('Luksusowy apartament na Ursynowie',)","('Warszawa, Ursynów, Bekasów',)","('1700000',)","('9290',)","('183',)","('4',)","('wtórny',)","('apartamentowiec',)","('1',)","('2',)","('cegła',)","('2009',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie 4 pok, 76,5m2, ul.Cypryjska, Mokotów',)","('Warszawa, Mokotów, Cypryjska',)","('660000',)","('8627',)","('76,50',)","('4',)","('wtórny',)","('Brak danych',)","('2',)","('3',)","('Brak danych',)","('1994',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Piękny ogród na dachu i park dla mieszkańców!',)","('Warszawa, Ursynów, ul. Kłobucka',)","('600636',)","('8892',)","('67,55',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('10',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Cztery pokoje k/Rynku Nowego Miasta.Balkon.Piwnica',)","('Warszawa, Śródmieście, Nowe Miasto, Ciasna',)","('860000',)","('13984',)","('61,50',)","('4',)","('wtórny',)","('blok',)","('3',)","('3',)","('cegła',)","('1961',)",pełna własność
"('Oferta biura nieruchomości',)","('Ustawne 3 pokoje, świetna komunikacja z centrum!',)","('Warszawa, Ursynów, ul. Kłobucka',)","('554916',)","('8901',)","('62,34',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('10',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('12 min Centrum Garaż w cenie Odbiór Listopad 2019',)","('Warszawa, Praga-Południe, Wiatraczna',)","('459000',)","('8196',)","('56',)","('3',)","('pierwotny',)","('blok',)","('2',)","('5',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Promocja - odbiory listopad, 800m Rondo Wiatraczna',)","('Warszawa, Praga-Południe, Wiatraczna',)","('449959',)","('8333',)","('54',)","('3',)","('pierwotny',)","('blok',)","('5',)","('5',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Promocja, Garaż w cenie Odbiór Listopad',)","('Warszawa, Praga-Południe, Wiatraczna',)","('538900',)","('8692',)","('62',)","('3',)","('pierwotny',)","('blok',)","('1',)","('5',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Słoneczne blisko Ronda Wiatraczna',)","('Warszawa, Praga-Południe, Wiatraczna',)","('449959',)","('8181',)","('55',)","('3',)","('pierwotny',)","('blok',)","('4',)","('5',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('odbiory listopad, 800m Rondo Wiatr. 3lub 4 pokoje',)","('Warszawa, Praga-Południe, Wiatraczna',)","('582799',)","('7377',)","('79',)","('4',)","('pierwotny',)","('blok',)","('1',)","('5',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('ostatnie piętro ! 4 przystanki do Metra Marymont',)","('Warszawa, Białołęka, Żerań, Morelowa',)","('524500',)","('6639',)","('79',)","('4',)","('pierwotny',)","('blok',)","('5',)","('5',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('4 przystanki do Metra, Inwestycja Zrealizowana',)","('Warszawa, Białołęka, Żerań, Morelowa',)","('529500',)","('6703',)","('79',)","('4',)","('pierwotny',)","('blok',)","('4',)","('5',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('3-pok z dwoma balkonami 18 min do metra',)","('Warszawa, Białołęka, Skarbka z Gór',)","('318000',)","('5782',)","('55',)","('3',)","('pierwotny',)","('blok',)","('parter',)","('2',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('ostatnie piętro ! 4 przystanki do Metra Marymont',)","('Warszawa, Białołęka, Tarchomin, Morelowa',)","('524500',)","('6639',)","('79',)","('4',)","('pierwotny',)","('blok',)","('5',)","('5',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokojowy Apartament - doskonała lokalizacja',)","('Warszawa, Mokotów, Dolny Mokotów, Belwederska',)","('895032',)","('12030',)","('74,40',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('8',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('2 - pokoje idealne na inwesytcję 18 min do metra',)","('Warszawa, Białołęka, Skarbka z Gór',)","('261000',)","('6042',)","('43,20',)","('2',)","('pierwotny',)","('blok',)","('2',)","('2',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('4 pokojowy Apartament z loggią 20 m2 Okazja!',)","('Warszawa, Mokotów, Postępu',)","('645818',)","('7423',)","('87',)","('4',)","('pierwotny',)","('Brak danych',)","('1',)","('7',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Świetna lokalizacja, 300m do Dworca Wileńskiego!',)","('Warszawa, Praga-Północ',)","('1282905',)","('13500',)","('95,03',)","('4',)","('wtórny',)","('kamienica',)","('4',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('88.000 zł odbierz_Nowe_Wykończone_Metro_UW_SGH_AM',)","('Warszawa, Wola',)","('839000',)","('14982',)","('56',)","('3',)","('wtórny',)","('apartamentowiec',)","('1',)","('3',)","('inne',)","('2018',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie, 103 m², Warszawa',)","('Warszawa, Wilanów, Winogronowa',)","('980000',)","('9515',)","('103',)","('4',)","('wtórny',)","('dom wolnostojący',)","('1',)","('2',)","('inne',)","('2016',)",Brak danych
"('Oferta biura nieruchomości',)","('Mieszkanie, 47,80 m², Warszawa',)","('Warszawa, Ursynów, Bociania',)","('490000',)","('10251',)","('47,80',)","('2',)","('wtórny',)","('blok',)","('1',)","('2',)","('cegła',)","('2004',)",Brak danych
"('Oferta biura nieruchomości',)","('3 pokoje w świetnej cenie! Super komunikacja!',)","('Warszawa, Białołęka, ul. Kąty Grodziskie',)","('492051',)","('9719',)","('50,63',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('10',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Pięknie zrewitalizowana kamienica na Starej Pradze',)","('Warszawa, Praga-Północ, Stara Praga',)","('1470204',)","('14397',)","('102,12',)","('4',)","('wtórny',)","('kamienica',)","('5',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('110.000zł odbierz* Nowe*Wykończone*Ostatnie pietr',)","('Warszawa, Wilanów',)","('1100000',)","('12222',)","('90',)","('4',)","('wtórny',)","('apartamentowiec',)","('4',)","('4',)","('inne',)","('2018',)",pełna własność
"('Oferta biura nieruchomości',)","('4 Pok. Apartament, 149,8 M2, Dwa Poziomy.',)","('Warszawa, Praga-Południe',)","('1090000',)","('7276',)","('149,80',)","('4',)","('wtórny',)","('blok',)","('3',)","('4',)","('Brak danych',)","('1998',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Gotowe mieszkanie z balkonem 19m2, blisko PARKU!',)","('Warszawa, Ochota',)","('1288975',)","('10290',)","('125,26',)","('5',)","('pierwotny',)","('apartamentowiec',)","('1',)","('5',)","('inne',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('Nowoczesny projekt blisko Galerii Mokotów!',)","('Warszawa, Ursynów, ul. Kłobucka',)","('424182',)","('10750',)","('39,46',)","('2',)","('pierwotny',)","('apartamentowiec',)","('1',)","('10',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Shiraz! Cudowne mieszkanie z ogródkiem dla rodziny',)","('Warszawa, Ochota',)","('880000',)","('11000',)","('80',)","('4',)","('wtórny',)","('apartamentowiec',)","('parter',)","('2',)","('Brak danych',)","('2001',)",pełna własność
"('Oferta biura nieruchomości',)","(""3m. wysokości! Odnowiona, ogrodzona Kamienica'38"",)","('Warszawa, Praga-Południe',)","('385000',)","('8021',)","('48',)","('3',)","('wtórny',)","('kamienica',)","('parter',)","('3',)","('cegła',)","('1938',)",pełna własność
"('Oferta prywatna',)","('Nowe mieszkanie 45m2 !! MOKOTÓW !!',)","('Warszawa, Mokotów, ul. Ludwiga van Beethovena',)","('490900',)","('10962',)","('44,78',)","('2',)","('pierwotny',)","('blok',)","('2',)","('6',)","('Brak danych',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Przestronne, idealna lokalizacja, 3 pokoje',)","('Warszawa, Bemowo, Górczewska',)","('759000',)","('9772',)","('77,67',)","('3',)","('wtórny',)","('blok',)","('4',)","('6',)","('cegła',)","('2005',)",pełna własność
"('Oferta biura nieruchomości',)","('Elegancki, wykończony apartament na bliskiej Woli',)","('Warszawa, Wola',)","('1570000',)","('14018',)","('112',)","('3',)","('wtórny',)","('apartamentowiec',)","('Brak danych',)","('8',)","('Brak danych',)","('2015',)",pełna własność
"('Oferta biura nieruchomości',)","('Kamienica w sąsiedztwie nadwiślańskich plaż!',)","('Warszawa, Praga-Północ, Stara Praga',)","('1220697,2',)","('13475',)","('90,59',)","('4',)","('wtórny',)","('kamienica',)","('5',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta prywatna',)","('75 m2 + ogródek 127 - 158 m2 POLANA WAWER',)","('Warszawa, Wawer',)","('420000',)","('5600',)","('75',)","('4',)","('pierwotny',)","('Brak danych',)","('parter',)","('1',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('40.000 zł odbierz* Metro* SGGW* Łazarski*UW',)","('Warszawa, Mokotów',)","('399000',)","('11735',)","('34',)","('2',)","('wtórny',)","('apartamentowiec',)","('1',)","('6',)","('inne',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('4 pokojowe mieszkanie na Żoliborzu ul. Rydgiera',)","('Warszawa, Żoliborz',)","('930000',)","('11969',)","('77,70',)","('4',)","('pierwotny',)","('apartamentowiec',)","('5',)","('6',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Mokotów Egejska 3 pok. 73 m2 Polecam!',)","('Warszawa, Mokotów, Egejska',)","('810000',)","('11096',)","('73',)","('3',)","('wtórny',)","('apartamentowiec',)","('5',)","('5',)","('cegła',)","('2006',)",pełna własność
"('Oferta biura nieruchomości',)","('Przestronne I Funkcjonalne Idealne Dla Rodziny',)","('Warszawa, Białołęka, Nowodwory',)","('430000',)","('6232',)","('69',)","('3',)","('wtórny',)","('blok',)","('2',)","('3',)","('Brak danych',)","('1999',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pokoje z ogródkiem 44m2 w świetnej cenie!',)","('Warszawa, Wawer, ul. Goździków',)","('422471',)","('11600',)","('36,42',)","('2',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('10',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta prywatna',)","('Przedwojenna kamienica po rewitalizacji, piwnica.',)","('Warszawa, Praga-Południe',)","('465000',)","('9461',)","('49,15',)","('2',)","('wtórny',)","('kamienica',)","('2',)","('3',)","('cegła',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pok, wysoki stan, Cybernetyki,43m2',)","('Warszawa, Ursynów, Cybernetyki',)","('639000',)","('14860',)","('43',)","('2',)","('wtórny',)","('blok',)","('2',)","('7',)","('cegła',)","('2017',)",pełna własność
"('Oferta biura nieruchomości',)","('57.000 zł ODBIERZ* Metro* SGGW* Łazarski*Ziel',)","('Warszawa, Mokotów',)","('577000',)","('10304',)","('56',)","('3',)","('wtórny',)","('apartamentowiec',)","('1',)","('6',)","('inne',)","('2019',)",pełna własność
"('Oferta prywatna',)","('[REZERWACJA] Sloneczne mieszkanie, Szczęśliwice',)","('Warszawa, Ochota, ul. Włodarzewska',)","('619000',)","('11145',)","('55,54',)","('2',)","('wtórny',)","('blok',)","('2',)","('3',)","('cegła',)","('1999',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('NOWE mieszkanie na zamkniętym osiedlu',)","('Warszawa, Rembertów',)","('330471',)","('7300',)","('45,27',)","('2',)","('pierwotny',)","('blok',)","('3',)","('3',)","('cegła',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('37.000 zł ODBIERZ_ Nowe_Wykończone_Metro_UW_SGH_AM',)","('Warszawa, Wola',)","('344000',)","('14957',)","('23',)","('1',)","('wtórny',)","('apartamentowiec',)","('9',)","('14',)","('inne',)","('2018',)",pełna własność
"('Oferta biura nieruchomości',)","('Sródmieście 83m2-3 pokoje w kamienicy',)","('Warszawa, Śródmieście',)","('1400000',)","('16867',)","('83',)","('3',)","('wtórny',)","('kamienica',)","('parter',)","('4',)","('cegła',)","('1937',)",pełna własność
"('Oferta biura nieruchomości',)","('Kawalerka z możliwością przerobienia.',)","('Warszawa, Ursus',)","('255000',)","('7789',)","('32,74',)","('1',)","('pierwotny',)","('apartamentowiec',)","('4',)","('7',)","('Brak danych',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Super ustawne 2 pokoje. Widna kuchnia. Pkp. Winda.',)","('Warszawa, Ursus, Czerwona Droga',)","('468000',)","('7736',)","('60,50',)","('2',)","('wtórny',)","('blok',)","('3',)","('5',)","('cegła',)","('2000',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Mieszkanie, 30 m², Warszawa',)","('Warszawa, Bemowo',)","('359000',)","('11967',)","('30',)","('2',)","('wtórny',)","('blok',)","('7',)","('10',)","('cegła',)","('1975',)",Brak danych
"('Oferta biura nieruchomości',)","('Mieszkanie, 63 m², Warszawa',)","('Warszawa, Śródmieście',)","('1270000',)","('20159',)","('63',)","('3',)","('wtórny',)","('kamienica',)","('5',)","('7',)","('cegła',)","('1914',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie, 49,64 m², Warszawa',)","('Warszawa, Wilanów',)","('499000',)","('10052',)","('49,64',)","('2',)","('wtórny',)","('apartamentowiec',)","('parter',)","('3',)","('cegła',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('2 + kuchnia. Extra lokalizacja.',)","('Warszawa, Mokotów, Gotarda',)","('440000',)","('8765',)","('50,20',)","('2',)","('wtórny',)","('blok',)","('3',)","('3',)","('cegła',)","('1961',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Jasne wygodne M obok tramwaju i Skm, Centrum w 10m',)","('Warszawa, Wola, Aleja Prymasa Tysiąclecia',)","('440000',)","('8980',)","('49',)","('2',)","('wtórny',)","('kamienica',)","('3',)","('7',)","('Brak danych',)","('1956',)",pełna własność
